+---------------------+----------------------------------------------+---------------------+---------------------+------------+
| id                  | TARTGET_PATH                                 | create_time         | goods_id            | CLUSTER_ID |
| 1727148019336704001 | ioapi-3.2-intelmpi2021_static.tar            | 2023-11-22 10:12:31 | 1727148625287811074 | 11250      |
| 1727148021509353473 | jpeg-9e-gcc731.tar                           | 2023-11-22 10:12:32 | 1727148628295127042 | 11250      |
| 1727148022672257026 | jpeg-9e-intel2017.tar                        | 2023-11-22 10:12:32 | 1727148628295127042 | 11250      |
| 1727148027558621185 | jpeg-9e-intel2018.tar                        | 2023-11-22 10:12:33 | 1727148628295127042 | 11250      |
| 1727148032691367937 | jpeg-9e-intel2020.tar                        | 2023-11-22 10:12:34 | 1727148628295127042 | 11250      |
| 1727148036102418434 | jpeg-9e-intel2021.tar                        | 2023-11-22 10:12:35 | 1727148628295127042 | 11250      |
| 1727148039188344833 | lapack-3.11-gcc731.tar                       | 2023-11-22 10:12:36 | 1727148631446048769 | 11271      |
| 1727148042892996610 | leptonica-1.83.1-gcc731.tar                  | 2023-11-22 10:12:37 | 1727148635161202689 | 11250      |
| 1727148045370748929 | leptonica-1.83.1-intel2017.tar               | 2023-11-22 10:12:38 | 1727148635161202689 | 11250      |
| 1727148047010721794 | leptonica-1.83.1-intel2018.tar               | 2023-11-22 10:12:38 | 1727148635161202689 | 11250      |
| 1727148049507414017 | leptonica-1.83.1-intel2020.tar               | 2023-11-22 10:12:39 | 1727148635161202689 | 11250      |
| 1727148052242100226 | leptonica-1.83.1-intel2021.tar               | 2023-11-22 10:12:39 | 1727148635161202689 | 11250      |
| 1727148053542334465 | nlopt-2.7.0-gcc731.tar                       | 2023-11-22 10:12:39 | 1727148638249209857 | 11250      |
| 1727148054975705090 | nlopt-2.7.0-intel2017.tar                    | 2023-11-22 10:12:40 | 1727148638249209857 | 11250      |
| 1727148061524094978 | nlopt-2.7.0-intel2018.tar                    | 2023-11-22 10:12:41 | 1727148638249209857 | 11250      |
| 1727148063268925441 | nlopt-2.7.0-intel2020.tar                    | 2023-11-22 10:12:42 | 1727148638249209857 | 11250      |
| 1727148065181528066 | nlopt-2.7.0-intel2021.tar                    | 2023-11-22 10:12:42 | 1727148638249209857 | 11250      |
| 1727148067667668993 | petsc-3.19.5-hpcx.tar                        | 2023-11-22 10:12:43 | 1727148641264914433 | 11250      |
| 1727148073154899969 | petsc-3.19.5-intelmpi2020.tar                | 2023-11-22 10:12:44 | 1727148641264914433 | 11250      |
| 1727148075783647234 | petsc-3.19.5-intelmpi2021.tar                | 2023-11-22 10:12:45 | 1727148641264914433 | 11250      |
| 1727148078301310978 | pnetcdf-1.12.3-hpcx.tar                      | 2023-11-22 10:12:45 | 1727148644342534145 | 11250      |
| 1727148079526047745 | pnetcdf-1.12.3-intelmpi2017.tar              | 2023-11-22 10:12:46 | 1727148644342534145 | 11271      |
| 1727148080620761090 | pnetcdf-1.12.3-intelmpi2018.tar              | 2023-11-22 10:12:46 | 1727148644342534145 | 11250      |
| 1727148082091880450 | pnetcdf-1.12.3-intelmpi2020.tar              | 2023-11-22 10:12:46 | 1727148644342534145 | 11250      |
| 1727148083506442241 | pnetcdf-1.12.3-intelmpi2021.tar              | 2023-11-22 10:12:47 | 1727148644342534145 | 11250      |
| 1727148084789899265 | scotch-7.0.1-hpcx.tar                        | 2023-11-22 10:12:47 | 1727148648407814145 | 11250      |
| 1727148086224351234 | scotch-7.0.1-intelmpi2017.tar                | 2023-11-22 10:12:47 | 1727148648407814145 | 11271      |
| 1727148087640944642 | scotch-7.0.1-intelmpi2018.tar                | 2023-11-22 10:12:48 | 1727148648407814145 | 11250      |
| 1727148088962150401 | scotch-7.0.1-intelmpi2020.tar                | 2023-11-22 10:12:48 | 1727148648407814145 | 11250      |
| 1727148090480488450 | scotch-7.0.1-intelmpi2021.tar                | 2023-11-22 10:12:48 | 1727148648407814145 | 11250      |
| 1727148091621339138 | sparskit-2-gcc731_static.tar                 | 2023-11-22 10:12:49 | 1727148651217997826 | 11250      |
| 1727148092741218305 | sparskit-2-intel2017_static.tar              | 2023-11-22 10:12:49 | 1727148651217997826 | 11250      |
| 1727148094137921537 | sparskit-2-intel2018_static.tar              | 2023-11-22 10:12:49 | 1727148651217997826 | 11250      |
| 1727148095388905473 | sparskit-2-intel2020_static.tar              | 2023-11-22 10:12:49 | 1727148651217997826 | 11250      |
| 1727148097360228354 | sparskit-2-intel2021_static.tar              | 2023-11-22 10:12:50 | 1727148651217997826 | 11250      |
| 1727148098639491074 | zlib-1.3-gcc731.tar                          | 2023-11-22 10:12:50 | 1727148654455001090 | 11250      |
| 1727148100191383554 | zlib-1.3-intel2017.tar                       | 2023-11-22 10:12:51 | 1727148654455001090 | 11250      |
| 1727148101621641218 | zlib-1.3-intel2018.tar                       | 2023-11-22 10:12:51 | 1727148654455001090 | 11271      |
| 1727148105055694849 | zlib-1.3-intel2020.tar                       | 2023-11-22 10:12:52 | 1727148654455001090 | 11250      |
| 1727148106221711361 | zlib-1.3-intel2021.tar                       | 2023-11-22 10:12:52 | 1727148654455001090 | 11250      |
| 1727148109174501378 | lammps-5Jun2019-hpcx_gcc7.3.1.tar            | 2023-11-22 10:12:53 | 1727148661732118529 | 11250      |
| 1727148111675387906 | lammps-7Aug2019-hpcx_gcc7.3.1.tar            | 2023-11-22 10:12:53 | 1727148661732118529 | 11250      |
| 1727148114997276674 | lammps-15Apr2020-intelmpi2018.tar            | 2023-11-22 10:12:54 | 1727148665662181378 | 11250      |
| 1727148116817604609 | lammps-15Jun2020-intelmpi2018.tar            | 2023-11-22 10:12:55 | 1727148665662181378 | 11250      |
| 1727148122702213122 | lammps-18Feb2020-intelmpi2018.tar            | 2023-11-22 10:12:56 | 1727148665662181378 | 11250      |
| 1727148124694507521 | lammps-18Sep2020-intelmpi2018.tar            | 2023-11-22 10:12:56 | 1727148665662181378 | 11250      |
| 1727148126711967745 | lammps-19Mar2020-intelmpi2018.tar            | 2023-11-22 10:12:57 | 1727148665662181378 | 11250      |
| 1727148127865401346 | lammps-21Jul2020-intelmpi2018.tar            | 2023-11-22 10:12:57 | 1727148665662181378 | 11250      |
| 1727148130204741633 | lammps-22Oct2020-intelmpi2018.tar            | 2023-11-22 10:12:58 | 1727148665662181378 | 11250      |
| 1727148131370758146 | lammps-24Aug2020-intelmpi2021.tar            | 2023-11-22 10:12:58 | 1727148665662181378 | 11250      |
| 1727148132574523394 | lammps-24Dec2020-intelmpi2018.tar            | 2023-11-22 10:12:58 | 1727148665662181378 | 11250      |
| 1727148133786677250 | lammps-24Jan2020-intelmpi2018.tar            | 2023-11-22 10:12:59 | 1727148665662181378 | 11250      |
| 1727148136203677697 | lammps-27Feb2020-intelmpi2018.tar            | 2023-11-22 10:12:59 | 1727148665662181378 | 11250      |
| 1727148137259560961 | lammps-29Oct2020-intelmpi2018.tar            | 2023-11-22 10:12:59 | 1727148665662181378 | 11250      |
| 1727148139718504450 | lammps-2Jun2020-intelmpi2018.tar             | 2023-11-22 10:13:00 | 1727148665662181378 | 11250      |
| 1727148141689827330 | lammps-30Jun2020-intelmpi2018.tar            | 2023-11-22 10:13:00 | 1727148665662181378 | 11250      |
| 1727148147016593409 | lammps-30Nov2020-intelmpi2018.tar            | 2023-11-22 10:13:02 | 1727148665662181378 | 11250      |
| 1727148149055025154 | lammps-3Mar2020-intelmpi2018.tar             | 2023-11-22 10:13:02 | 1727148665662181378 | 11250      |
| 1727148151080873986 | lammps-4Feb2020-intelmpi2018.tar             | 2023-11-22 10:13:03 | 1727148665662181378 | 11250      |
| 1727148152498548738 | lammps-5May2020-intelmpi2018.tar             | 2023-11-22 10:13:03 | 1727148665662181378 | 11250      |
| 1727148153647788034 | lammps-9Jan2020-intelmpi2018.tar             | 2023-11-22 10:13:03 | 1727148665662181378 | 11250      |
| 1727148155072770050 | lammps-9Oct2020-intelmpi2018.tar             | 2023-11-22 10:13:04 | 1727148665662181378 | 11250      |
| 1727148160270594050 | lammps-15Apr2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:05 | 1727148668934737921 | 11250      |
| 1727148161369501698 | lammps-15Jun2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:05 | 1727148668934737921 | 11250      |
| 1727148163110137857 | lammps-18Feb2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:06 | 1727148668934737921 | 11250      |
| 1727148164413485057 | lammps-18Sep2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:06 | 1727148668934737921 | 11250      |
| 1727148165474643969 | lammps-19Mar2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:06 | 1727148668934737921 | 11250      |
| 1727148166545272833 | lammps-21Jul2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:06 | 1727148668934737921 | 11250      |
| 1727148171314196482 | lammps-22Oct2020-hpcx_gcc7.3.1.tar           | 2023-11-22 10:13:08 | 1727148668934737921 | 11250      |
